Client facturé - Numéro du client,Client facturé - Nom,Client facturé - Adresse 1,Client facturé - Ville,Client facturé - Code postal,Client facturé - Téléphone,Client livré à - Numéro du client,Client livré à - Nom,Client livré à - Adresse 1,Client livré à - Ville,Client livré à - Code postal,Client livré à - Téléphone,Numéro de taxe fédérale,Numéro de taxe provinciale,Numéro du vendeur,Mode de transport,Remarque,Sous-total sans taxe,Taxe fédérale,Taxe provinciale,Sous-total avec taxe ajoutée,Solde de la facture,Total à payer (avec taxes et escompte),Sous-total avec escompte,Numéro de la facture,Date de la facture,Note de crédit (T/F),Montant total d'escompte,Numéro de commande,Numéro de commande client,Montant fixe d'escompte général,Pourcentage d'escompte général,Niveau de taxe provinciale,Taux 1 de taxe provinciale,Numéro de G/L taxe provinciale taux 1,Montant d'encaissement comptant,Date d'encaissement comptant,Montant d'encaissement par carte,Date d'encaissement par carte,Nom de la carte de crédit,Numéro de carte,Date d'expiration de la carte,Numéro d'autorisation de la carte,Montant d'encaissement autre,Date d'encaissement autre,Mode de paiement autre,Détails supplémentaires enc. autre,Taux 1 de taxe fédérale,Taux 2 de taxe fédérale,Montant d'encaissement crédit flottant,Date d'encaissement crédit flottant,Montant de taxe fédérale incluse,Montant de taxe provinciale incluse,Facture imprimée (T/F),Taxe fédérale avant provinciale (O/N),Taxe fédérale après provinciale (O/N),Taxe provinciale après escompte (O/N),Montant fixe de taxe fédérale,Numéro de G/L taxe provinciale taux 2,Taux 2 de taxe provinciale,Montant de taxe provinciale taux 2,Montant de taxe provinciale incluse taux 2,Pourcentage de retenue,Taxe provinciale sur retenues taux 1,Taxe provinciale sur retenues taux 2,Taxe fédérale sur retenues,Numéro de projet,Montant de retenue sans taxe,Montant total de la retenue,Code d'identification,Montant de transport,Numéro de G/L transport,Date de vente ou d'échéance,Code de taxe prov. pour transport (0-2),Code de taxe féd. pour transport (0-3),Taxe prov. incluse pour transport (T/F),Taxe féd. incluse pour transport (T/F),Remboursement taxe fédérale,Remboursement taxe provinciale niveau 1,Remboursement taxe provinciale niveau 2,Montant de dépôt,Station,No du cpte ouvert original,Conditions de paiement,Devise étrangère,Numéro de référence EDI,Encaissements par DPA (T/F),Montant encaissé par DPA,Client facturé - Adresse 2,Client facturé - Code de province,Client facturé - Code de pays,Client livré à - Adresse 2,Client livré à - Code de province,Client livré à - Code de pays,Description autres frais,Numéro de grand livre autres frais,Pourcentage autres frais,Code taxe provinciale,Code taxe fédérale,Taxe incluse provinciale,Taxe incluse fédérale,Montant autres frais,Client facturé - Description autre province,Client livré à - Description autre province,Montant d'encaissement par chèque,Montant d'encaissement par carte de débit,Numéro de chèque du client,Date d'encaissement par chèque,Date d'encaissement par carte de débit,Montant de l'arrondissement,Usage interne,Usage interne,Usage interne,FFDEJA,FFGL1,FFGL2,FFGL3,FFGL4,FFDEBGL,FFCHQGL,HASDOC,FFACTID,HASCOLI,CRYPTED
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,3326.43,166.32,331.81,3824.56,3824.56,3824.56,3326.43,005018,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00891,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,JLE23RFNS,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1119.98,56.00,111.72,1287.70,1287.70,1287.70,1119.98,005022,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00889,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,322TQLPD6,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1778.03,88.90,177.36,2044.29,2044.29,2044.29,1778.03,005034,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00902,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,KH51Q5IDO,FALSE,AVANTAGE
CIUSSS-T-R,CIUSSS MCQ,"858, Terrasse-Turcotte",Trois-Rivières,G9A 5C5,,,M E M E,,,,,,,,,,948.75,47.44,94.64,1090.83,1090.83,1090.83,948.75,004985,2022/10/17,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000021028,0.00,0.00,,0.00,31900,2022/10/17,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,MISRWND9Y,FALSE,AVANTAGE
KRUGER-WAY,KRUGER WAYAGAMACK L.P.,"1, Ile de la Poterie",Trois-Rivières,G9A 5E9,819-373-9230,,M E M E,,,,,,,,,,1417.52,70.88,141.40,1629.80,1629.80,1629.80,1417.52,005005,2022/10/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00895,,,,FALSE,0.00,C.P. 128,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,28O6IP32D,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,556.19,27.81,55.48,639.48,639.48,639.48,556.19,005009,2022/10/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00900,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,MOQCG9RTW,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,224.92,11.25,22.44,258.61,258.61,258.61,224.92,005017,2022/10/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00897,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,F4T9HMQNX,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,366.07,18.30,36.52,420.89,420.89,420.89,366.07,005048,2022/10/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00896,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,2DILJMLU5,FALSE,AVANTAGE
MRC-MEKINA,MUNICIPALITÉ RÉGIONALE DU COMPTE MÉKINAC,"560, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-5151,,M E M E,,,,,,,,,,3092.28,154.61,308.45,3555.34,3555.34,3555.34,3092.28,005000,2022/10/25,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022034,0.00,0.00,,0.00,31900,2022/10/25,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,Z8WWZ4ODU,FALSE,AVANTAGE
9405-5993-,9405-5993 QUÉBEC INC.,"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,41285.49,2064.27,4118.23,47467.99,47467.99,47467.99,41285.49,005001,2022/10/26,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019041,0.00,0.00,,0.00,31900,2022/10/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,3Y9N7RFHV,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1725.74,86.29,172.14,1984.17,1984.17,1984.17,1725.74,005008,2022/10/27,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/27,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00894,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,4JLPCJLJ0,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,20622.43,1031.12,2057.09,23710.64,23710.64,23710.64,20622.43,005019,2022/10/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00905,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,K417OZGBC,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,606.72,30.34,60.52,697.58,697.58,697.58,606.72,005020,2022/10/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00904,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,VVXJ9CQHS,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,3358.31,167.92,334.99,3861.22,3861.22,3861.22,3358.31,005023,2022/10/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00906,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,8SL5X6H8O,FALSE,AVANTAGE
CIUSSS-ADM,CIUSSS MCQ,"1455, boul. du Carmel  C.P. 11",Trois-Rivières,G8Z 3R7,819-378-5590,,M E M E,,,,,,,,,,19846.95,992.35,1979.73,22819.03,22819.03,22819.03,19846.95,005021,2022/10/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000021022,0.00,0.00,,0.00,31900,2022/10/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,3,,,,,,,FALSE,,FALSE,AVANTAGE
BRAS-500--,BRASSERIE 500 INC.,"765, Route 153",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,3271.50,163.58,326.33,3761.41,3761.41,3761.41,3271.50,005024,2022/10/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022036,0.00,0.00,,0.00,31900,2022/10/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,UDP6FVMTA,FALSE,AVANTAGE
ABI-------,ALUMINERIE DE BECANCOUR INC.,"5555, rue Pierre-Thibeault",Bécancour,G9H 2T7,819-383-1106,,M E M E,,,,,,,,,,4402.05,220.10,439.10,5061.25,5061.25,5061.25,4402.05,005006,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022011,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00893,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,769E6HHFL,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,637.06,31.85,63.55,732.46,732.46,732.46,637.06,005007,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00899,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,N3YE0M8QB,FALSE,AVANTAGE
SOC-DEV-SH,SOCIETE DE DEVELOPPEMENT DE SHAWINIGAN,"1250, av. de la Station",Shawinigan,G9N 8K9,819-536-7211,,M E M E,,,,,,,,,,1457.08,72.85,145.34,1675.27,1675.27,1675.27,1457.08,005026,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022026,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,NHI91IQEI,FALSE,AVANTAGE
MERCIER-TG,MERCIER TGV INC.,"1220, de la Visitation",Champlain,G0X 1C0,,,M E M E,,,,,,,,,,218414.80,10920.74,21786.88,251122.42,251122.42,251122.42,218414.80,005027,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000021039,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00908,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,CRWFD444U,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,5630.94,281.55,561.69,6474.18,6474.18,6474.18,5630.94,005031,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022006,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,ZAJT3KQ8I,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,59528.59,2976.43,5937.98,68443.00,68443.00,68443.00,59528.59,005032,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019040,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,OIDFVWEKR,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,67854.38,3392.72,6768.47,78015.57,78015.57,78015.57,67854.38,005033,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022012,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,9X29Z0DQM,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,59528.59,2976.43,5937.98,68443.00,68443.00,68443.00,59528.59,005035,2022/10/31,TRUE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019040,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,3D2GU4KYD,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,9073.74,453.69,905.11,10432.54,10432.54,10432.54,9073.74,005036,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019040,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,K310ZAWDY,FALSE,AVANTAGE
RES-L-M---,MAISON FRANCOEUR,"830, rue Francoeur",St-Tite,G0X 3H0,418-365-5808,,M E M E,,,,,,,,,,97843.41,4892.17,9759.88,112495.46,112495.46,112495.46,97843.41,005037,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022018,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00907,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,ZP3VI6J88,FALSE,AVANTAGE
SIX-PINTS-,SIX PINTS SPECIALITY BEER CO.,"139, Milll Street",Creemore,L0M 1G0,705-466-2240,,M E M E,,,,,,,,,,22983.12,1149.16,2292.57,26424.85,26424.85,26424.85,22983.12,005038,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022027,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,ON,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,7QQ1LNQEI,FALSE,AVANTAGE
SIX-PINTS-,SIX PINTS SPECIALITY BEER CO.,"139, Milll Street",Creemore,L0M 1G0,705-466-2240,,M E M E,,,,,,,,,,6624.46,331.22,660.79,7616.47,7616.47,7616.47,6624.46,005039,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022027,0.00,0.00,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,ON,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,2HO5LN986,FALSE,AVANTAGE
LIBERE-TOI,APPARTEMENTS LIBERE-TOIT (LES),"753, boul. Ducharme",La Tuque,G9X 3P2,,,M E M E,,,,,,,,,,412095.38,20604.77,41106.51,473806.66,426425.99,473806.66,412095.38,005040,2022/10/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,4110.65,0.00,2060.48,0000022005,41209.54,47380.67,,0.00,31900,2022/10/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,3,,,,,,,FALSE,,FALSE,AVANTAGE
